"Long (WMORTG)" "Short (FF)"
"757" 12.17 8.12
"758" 12.17 7.84
"759" 12.17 8.03
"760" 12.13 8.14
"761" 12.07 7.89
"762" 12.01 8.3
"763" 11.9 7.95
"764" 11.79 8.13
"765" 11.64 7.71
"766" 11.58 8.49
"767" 11.5 8.03
"768" 11.31 8.05
"769" 11.14 8.02
"770" 11.09 9.55
"771" 10.81 8.2
"772" 10.75 7.94
"773" 10.99 7.87
"774" 10.97 7.83
"775" 10.89 7.97
"776" 10.85 7.85
"777" 10.8 7.84
"778" 10.68 7.82
"779" 10.51 7.89
"780" 10.2 7.52
"781" 10.01 7.47
"782" 10.01 7.25
"783" 10.1 7.39
"784" 9.99 7.05
"785" 9.98 6.97
"786" 9.92 6.92
"787" 9.86 6.88
"788" 9.9 6.87
"789" 10 6.82
"790" 10.08 6.87
"791" 10.36 6.85
"792" 10.38 6.95
"793" 10.74 6.89
"794" 10.76 6.87
"795" 10.61 6.86
"796" 10.62 7.02
"797" 10.61 6.87
"798" 10.59 6.51
"799" 10.43 6.42
"800" 10.4 6.32
"801" 10.4 6.36
"802" 10.4 6.31
"803" 10.23 6.38
"804" 10.04 5.87
"805" 9.93 5.83
"806" 9.9 5.82
"807" 9.96 5.88
"808" 10.07 5.81
"809" 10.1 6.08
"810" 10.08 5.75
"811" 9.99 5.83
"812" 9.96 5.91
"813" 9.95 5.86
"814" 9.89 6.02
"815" 9.83 5.98
"816" 9.81 6.13
"817" 9.64 6
"818" 9.5 6.25
"819" 9.3 5.97
"820" 9.35 6.3
"821" 9.3 6.31
"822" 9.29 9.2
"823" 9.37 7.62
"824" 9.32 6.01
"825" 9.21 6.01
"826" 9.04 6.13
"827" 9.08 6.22
"828" 9.06 6.14
"829" 9.09 6.21
"830" 9.11 5.95
"831" 9.07 6.06
"832" 9.03 6.12
"833" 9.05 6.08
"834" 9.03 6.14
"835" 9.03 6.21
"836" 9.26 6.13
"837" 9.43 6.41
"838" 10.27 6.26
"839" 10.37 6.5
"840" 10.47 7.3
"841" 10.52 6.75
"842" 10.48 6.77
"843" 10.81 6.8
"844" 10.7 6.65
"845" 10.7 6.7
"846" 10.66 6.75
"847" 10.44 6.79
"848" 10.35 6.61
"849" 10.36 6.64
"850" 10.3 6.52
"851" 10.23 6.57
"852" 10.23 6.63
"853" 10.27 6.75
"854" 10.35 6.58
"855" 10.34 6.74
"856" 10.3 6.76
"857" 10.33 6.85
"858" 10.63 6.95
"859" 10.91 7.21
"860" 10.99 7.26
"861" 11.02 7.56
"862" 11.18 7.43
"863" 11.21 7.59
"864" 11.58 7.37
"865" 11.36 7.03
"866" 10.97 6.43
"867" 10.79 6.68
"868" 10.66 6.77
"869" 10.6 6.78
"870" 10.55 6.89
"871" 10.6 6.84
"872" 10.66 6.58
"873" 10.69 6.75
"874" 10.64 6.81
"875" 10.61 7.02
"876" 10.5 6.81
"877" 10.53 6.89
"878" 10.34 6.66
"879" 10.16 6.77
"880" 9.94 6.38
"881" 9.84 6.65
"882" 9.92 6.64
"883" 9.87 6.6
"884" 9.85 6.51
"885" 9.96 6.61
"886" 9.92 6.51
"887" 9.99 6.62
"888" 10.05 6.82
"889" 10.19 6.81
"890" 10.19 6.93
"891" 10.3 6.85
"892" 10.28 6.82
"893" 10.32 7.02
"894" 10.4 7.04
"895" 10.52 7.14
"896" 10.58 7.41
"897" 10.58 7.37
"898" 10.51 7.43
"899" 10.35 7.54
"900" 10.4 7.63
"901" 10.39 7.81
"902" 10.38 7.59
"903" 10.44 7.83
"904" 10.46 7.8
"905" 10.49 7.84
"906" 10.44 7.75
"907" 10.57 8.19
"908" 10.71 8.02
"909" 10.67 8.15
"910" 10.65 8.15
"911" 10.53 8.13
"912" 10.4 8.17
"913" 10.4 8.24
"914" 10.42 8.38
"915" 10.38 8.27
"916" 10.33 8.27
"917" 10.28 8.29
"918" 10.22 8.36
"919" 10.12 8.31
"920" 10.24 8.26
"921" 10.31 8.33
"922" 10.39 8.44
"923" 10.44 8.59
"924" 10.46 8.51
"925" 10.71 8.87
"926" 10.68 8.86
"927" 10.77 9.22
"928" 10.8 9.08
"929" 10.81 9.13
"930" 10.71 9.06
"931" 10.6 9.16
"932" 10.55 9.1
"933" 10.56 9.27
"934" 10.69 9.39
"935" 10.78 9.8
"936" 10.91 9.83
"937" 10.86 9.83
"938" 10.98 9.86
"939" 11.22 9.88
"940" 11.19 9.71
"941" 11.07 9.82
"942" 11.11 9.95
"943" 10.99 9.86
"944" 11.02 9.88
"945" 10.97 9.86
"946" 10.93 9.75
"947" 10.69 9.74
"948" 10.5 9.84
"949" 10.48 9.68
"950" 10.2 9.35
"951" 10.04 9.48
"952" 10.19 9.58
"953" 10.07 9.58
"954" 10.03 9.31
"955" 9.82 9.24
"956" 9.87 9.14
"957" 9.81 8.95
"958" 9.68 8.98
"959" 9.96 9.04
"960" 10.09 9.01
"961" 10.21 8.96
"962" 10.22 8.96
"963" 10.17 8.96
